id;project_id;worker_id;status;usd_amount;worker_position_label;created;created_date
26217663;3165261;1601114;acceptable;113,67;hero;2025-7-13, 14:37;13/07/2025
26217661;3165474;8878218;acceptable;56;silver;2025-7-13, 14:37;13/07/2025
26217669;3165405;609860;acceptable;72;bronze;2025-7-13, 14:38;13/07/2025
26217671;3165582;10169136;acceptable;1770;bronze;2025-7-13, 14:38;13/07/2025
26217675;3165586;4435704;acceptable;218,7;gold;2025-7-13, 14:39;13/07/2025
26217683;3165563;9607968;acceptable;870;bronze;2025-7-13, 14:40;13/07/2025
26217686;3165481;4484086;acceptable;2220;hero;2025-7-13, 14:41;13/07/2025
26217688;3165481;9607968;acceptable;1320;bronze;2025-7-13, 14:41;13/07/2025
26217689;3163236;10172591;acceptable;103,6;platinum;2025-7-13, 14:42;13/07/2025
26217690;3165582;7572844;acceptable;2670;iron;2025-7-13, 14:42;13/07/2025
26217714;3165410;609860;acceptable;192;bronze;2025-7-13, 14:45;13/07/2025
26217721;3163182;10172591;acceptable;86,33;platinum;2025-7-13, 14:46;13/07/2025
26217743;3165422;9607968;acceptable;420;bronze;2025-7-13, 14:50;13/07/2025
26217747;3163338;10172591;acceptable;5,04;platinum;2025-7-13, 14:51;13/07/2025
26217760;3162958;10172591;acceptable;50,36;platinum;2025-7-13, 14:54;13/07/2025
26217777;3165563;10169136;acceptable;870;bronze;2025-7-13, 14:58;13/07/2025
26217782;3164867;9607968;acceptable;12;bronze;2025-7-13, 14:59;13/07/2025
26217813;3165563;7142118;acceptable;870;bronze;2025-7-13, 15:06;13/07/2025
26217817;3165586;10649130;acceptable;293,74;iron;2025-7-13, 15:08;13/07/2025
26217829;3165330;9647454;acceptable;179,85;platinum;2025-7-13, 15:11;13/07/2025
26217835;3165357;9607968;acceptable;16;bronze;2025-7-13, 15:13;13/07/2025
26217839;3165440;10649130;acceptable;617,47;iron;2025-7-13, 15:14;13/07/2025
26217844;3165261;9607968;acceptable;200;bronze;2025-7-13, 15:15;13/07/2025
26217845;3165366;10649130;acceptable;143,88;iron;2025-7-13, 15:15;13/07/2025
26217851;3162227;4481591;acceptable;43,16;iron;2025-7-13, 15:19;13/07/2025
26217855;3162539;4757945;acceptable;200,86;hero;2025-7-13, 15:20;13/07/2025
26217858;3165277;10649130;acceptable;215,82;iron;2025-7-13, 15:20;13/07/2025
26217854;3165366;850636;acceptable;129,06;hero;2025-7-13, 15:20;13/07/2025
26217866;3165050;850636;acceptable;215,39;hero;2025-7-13, 15:21;13/07/2025
26217865;3165261;10649130;acceptable;143,88;iron;2025-7-13, 15:21;13/07/2025
26217879;3163628;2673521;acceptable;54,4;bronze;2025-7-13, 15:23;13/07/2025
26217881;3165148;9607968;acceptable;870;bronze;2025-7-13, 15:23;13/07/2025
26217882;3165366;275721;acceptable;179,85;hero;2025-7-13, 15:23;13/07/2025
26217885;3165148;10649130;acceptable;779,34;iron;2025-7-13, 15:24;13/07/2025
26217900;3165582;9907027;acceptable;1320;hero;2025-7-13, 15:26;13/07/2025
26217902;3165618;10656404;acceptable;42,3;iron;2025-7-13, 15:26;13/07/2025
26217919;3165253;9110857;acceptable;24;bronze;2025-7-13, 15:29;13/07/2025
26217917;3165563;7572844;acceptable;870;iron;2025-7-13, 15:29;13/07/2025
26217925;3164385;850636;acceptable;215,39;hero;2025-7-13, 15:31;13/07/2025
26217929;3164433;2673521;acceptable;152;bronze;2025-7-13, 15:31;13/07/2025
26217951;3165366;152421;acceptable;50,36;hero;2025-7-13, 15:37;13/07/2025
26217957;3165501;9443123;acceptable;80;iron;2025-7-13, 15:38;13/07/2025
26217958;3164981;2673521;acceptable;56;bronze;2025-7-13, 15:39;13/07/2025
26217984;3165050;10349880;acceptable;135,97;iron;2025-7-13, 15:45;13/07/2025
26218006;3165583;1701690;acceptable;420;bronze;2025-7-13, 15:52;13/07/2025
26218017;3163819;5851134;acceptable;34,86;bronze;2025-7-13, 15:56;13/07/2025
26218056;3164004;2031379;acceptable;12,88;iron;2025-7-13, 16:09;13/07/2025
26218075;3164080;8522496;acceptable;28,34;bronze;2025-7-13, 16:13;13/07/2025
26218072;3165405;1374829;acceptable;77,24;hero;2025-7-13, 16:13;13/07/2025
26218077;3162962;2673521;acceptable;56;bronze;2025-7-13, 16:14;13/07/2025
26218085;3165440;8522496;acceptable;100,29;bronze;2025-7-13, 16:18;13/07/2025
26218113;3165277;8522496;acceptable;100,29;bronze;2025-7-13, 16:27;13/07/2025
26218116;3161778;2673521;acceptable;56;bronze;2025-7-13, 16:28;13/07/2025
26218119;3165618;10656404;acceptable;14,1;iron;2025-7-13, 16:29;13/07/2025
26218124;3164686;3672269;acceptable;2465,94;bronze;2025-7-13, 16:30;13/07/2025
26218127;3165481;8988158;acceptable;1320;iron;2025-7-13, 16:30;13/07/2025
26218123;3165730;10145186;acceptable;72;iron;2025-7-13, 16:30;13/07/2025
26218129;3165357;4145178;acceptable;19,31;bronze;2025-7-13, 16:31;13/07/2025
26218144;3165279;6586235;acceptable;43,16;iron;2025-7-13, 16:35;13/07/2025
26218146;3164514;10483599;acceptable;120;bronze;2025-7-13, 16:36;13/07/2025
26218162;3164867;10094756;acceptable;12,8;bronze;2025-7-13, 16:40;13/07/2025
26218170;3165730;9907027;acceptable;420;hero;2025-7-13, 16:40;13/07/2025
26218181;3164786;5138654;acceptable;690;iron;2025-7-13, 16:42;13/07/2025
26218193;3157644;1067237;acceptable;46,78;iron;2025-7-13, 16:44;13/07/2025
26218203;3158114;9107284;acceptable;120;bronze;2025-7-13, 16:46;13/07/2025
26218207;3165481;9808652;acceptable;1770;bronze;2025-7-13, 16:47;13/07/2025
26218213;3165553;1067237;acceptable;35,56;iron;2025-7-13, 16:48;13/07/2025
26218218;3165586;1587321;acceptable;160,07;bronze;2025-7-13, 16:48;13/07/2025
26218240;3165744;8072005;acceptable;28,78;bronze;2025-7-13, 16:54;13/07/2025
26218247;3165733;7286226;acceptable;21,58;bronze;2025-7-13, 16:55;13/07/2025
26218255;3164637;10483599;acceptable;104;bronze;2025-7-13, 16:57;13/07/2025
26218262;3165709;9616698;acceptable;14,39;iron;2025-7-13, 16:59;13/07/2025
26218266;3165709;381685;acceptable;25,9;bronze;2025-7-13, 17:00;13/07/2025
26218269;3164582;7207;acceptable;32;silver;2025-7-13, 17:01;13/07/2025
26218274;3165744;7548338;acceptable;14,39;silver;2025-7-13, 17:02;13/07/2025
26218289;3165405;4057446;acceptable;76,73;iron;2025-7-13, 17:06;13/07/2025
26218288;3165733;3534319;acceptable;11,51;bronze;2025-7-13, 17:06;13/07/2025
26218297;3165730;7828926;acceptable;200;hero;2025-7-13, 17:08;13/07/2025
26218309;3165032;6081748;acceptable;14,39;iron;2025-7-13, 17:12;13/07/2025
26218327;3165730;10483599;acceptable;160;bronze;2025-7-13, 17:15;13/07/2025
26218341;3164343;106371;acceptable;1545;platinum;2025-7-13, 17:18;13/07/2025
26218346;3162347;2662417;acceptable;76;iron;2025-7-13, 17:19;13/07/2025
26218365;3163668;1828794;acceptable;13,38;iron;2025-7-13, 17:23;13/07/2025
26218385;3165733;1185748;acceptable;28,78;hero;2025-7-13, 17:26;13/07/2025
26218392;3162179;5606363;acceptable;24,46;hero;2025-7-13, 17:27;13/07/2025
26218407;3165293;250380;acceptable;64;hero;2025-7-13, 17:29;13/07/2025
26218413;3165769;1322421;acceptable;215,82;bronze;2025-7-13, 17:30;13/07/2025
26218453;3160112;6829228;acceptable;3237,2;bronze;2025-7-13, 17:38;13/07/2025
26218455;3165481;10094756;acceptable;870;bronze;2025-7-13, 17:39;13/07/2025
26218464;3165769;1680804;acceptable;57,55;hero;2025-7-13, 17:41;13/07/2025
26218481;3165357;6829228;acceptable;28,78;bronze;2025-7-13, 17:44;13/07/2025
26218492;3165698;1138705;acceptable;107,91;bronze;2025-7-13, 17:46;13/07/2025
26218500;3164660;1138705;acceptable;107,91;bronze;2025-7-13, 17:47;13/07/2025
26218497;3165007;1138705;acceptable;5,04;bronze;2025-7-13, 17:47;13/07/2025
26218509;3163182;1138705;acceptable;107,91;bronze;2025-7-13, 17:48;13/07/2025
26218514;3164484;6829228;acceptable;3237,2;bronze;2025-7-13, 17:49;13/07/2025
26218511;3164656;6829228;acceptable;3237,2;bronze;2025-7-13, 17:49;13/07/2025
26218521;3162295;6829228;acceptable;3237,2;bronze;2025-7-13, 17:51;13/07/2025
26218535;3156241;6829228;acceptable;3237,2;bronze;2025-7-13, 17:54;13/07/2025
26218547;3165783;879106;acceptable;134,35;hero;2025-7-13, 17:58;13/07/2025
26218560;3165501;10483599;acceptable;104;bronze;2025-7-13, 18:01;13/07/2025
26218592;3165698;10532017;acceptable;120,86;iron;2025-7-13, 18:08;13/07/2025
26218596;3165238;7378280;acceptable;443,17;bronze;2025-7-13, 18:09;13/07/2025
26218610;3157177;3126661;acceptable;80;iron;2025-7-13, 18:12;13/07/2025
26218628;3165148;8726032;acceptable;844,08;iron;2025-7-13, 18:15;13/07/2025
26218621;3165709;7657913;acceptable;88,74;iron;2025-7-13, 18:15;13/07/2025
26218623;3165788;9907027;acceptable;285;hero;2025-7-13, 18:15;13/07/2025
26218631;3165482;252722;acceptable;12,23;bronze;2025-7-13, 18:16;13/07/2025
26218639;3163595;10228834;acceptable;51,8;iron;2025-7-13, 18:18;13/07/2025
26218650;3163936;1726098;acceptable;7,19;bronze;2025-7-13, 18:21;13/07/2025
26218670;3165238;10497258;acceptable;825;bronze;2025-7-13, 18:25;13/07/2025
26218689;3165405;10497258;acceptable;68;bronze;2025-7-13, 18:29;13/07/2025
26218685;3165769;4180497;acceptable;201,44;hero;2025-7-13, 18:29;13/07/2025
26218699;3163182;10228834;acceptable;86,33;iron;2025-7-13, 18:31;13/07/2025
26218712;3165709;5736185;acceptable;40,29;bronze;2025-7-13, 18:33;13/07/2025
26218732;3165709;9803801;acceptable;14,39;bronze;2025-7-13, 18:37;13/07/2025
26218754;3165769;568765;acceptable;588,15;iron;2025-7-13, 18:43;13/07/2025
26218763;3164415;730935;acceptable;395,68;platinum;2025-7-13, 18:44;13/07/2025
26218806;3163202;730935;acceptable;719,41;platinum;2025-7-13, 18:51;13/07/2025
26218846;3162076;5093009;acceptable;359,71;iron;2025-7-13, 18:59;13/07/2025
26218848;3165757;9317157;acceptable;43,23;iron;2025-7-13, 18:59;13/07/2025
26218863;3165145;4100145;acceptable;8;silver;2025-7-13, 19:02;13/07/2025
26218866;3165583;57;acceptable;420;iron;2025-7-13, 19:03;13/07/2025
26218871;3163860;10183289;acceptable;182,4;iron;2025-7-13, 19:04;13/07/2025
26218875;3164981;4100145;acceptable;50;silver;2025-7-13, 19:04;13/07/2025
26218879;3165618;5126585;acceptable;7,19;bronze;2025-7-13, 19:06;13/07/2025
26218900;3165788;4100145;acceptable;120;silver;2025-7-13, 19:09;13/07/2025
26218906;3165664;57;acceptable;200;iron;2025-7-13, 19:11;13/07/2025
26218929;3165664;7379347;acceptable;191,36;bronze;2025-7-13, 19:15;13/07/2025
26218930;3165709;1707482;acceptable;21,58;bronze;2025-7-13, 19:15;13/07/2025
26218928;3165821;2707996;acceptable;63,31;silver;2025-7-13, 19:15;13/07/2025
26218933;3163620;7379347;acceptable;191,36;bronze;2025-7-13, 19:16;13/07/2025
26218935;3164873;8965749;acceptable;329,13;bronze;2025-7-13, 19:16;13/07/2025
26218960;3163620;7379347;acceptable;175,41;bronze;2025-7-13, 19:18;13/07/2025
26218970;3163607;9939941;acceptable;76,07;iron;2025-7-13, 19:20;13/07/2025
26218969;3163609;7379347;acceptable;328,8;bronze;2025-7-13, 19:20;13/07/2025
26218972;3165821;10094562;acceptable;71,94;silver;2025-7-13, 19:20;13/07/2025
26218978;3160248;7379347;acceptable;190,93;bronze;2025-7-13, 19:21;13/07/2025
26218977;3164873;57;acceptable;418,88;iron;2025-7-13, 19:21;13/07/2025
26218983;3165582;4100145;acceptable;1350;silver;2025-7-13, 19:21;13/07/2025
26218989;3165709;5340945;acceptable;35,97;iron;2025-7-13, 19:22;13/07/2025
26219000;3165405;247175;acceptable;72,82;hero;2025-7-13, 19:23;13/07/2025
26218996;3165664;8965749;acceptable;240;bronze;2025-7-13, 19:23;13/07/2025
26219028;3164985;10567770;acceptable;60,85;iron;2025-7-13, 19:27;13/07/2025
26219033;3164985;4100145;acceptable;80;silver;2025-7-13, 19:28;13/07/2025
26219043;3165823;8088251;acceptable;28;hero;2025-7-13, 19:29;13/07/2025
26219045;3165820;10390600;acceptable;28,34;bronze;2025-7-13, 19:30;13/07/2025
26219055;3165769;8372405;acceptable;176,54;iron;2025-7-13, 19:31;13/07/2025
26219068;3164786;10552816;acceptable;240;iron;2025-7-13, 19:33;13/07/2025
26219064;3164810;4198204;acceptable;80;bronze;2025-7-13, 19:33;13/07/2025
26219075;3164582;247175;acceptable;30,73;hero;2025-7-13, 19:34;13/07/2025
26219073;3165664;4100145;acceptable;176;silver;2025-7-13, 19:34;13/07/2025
26219082;3165788;4705037;acceptable;312;gold;2025-7-13, 19:36;13/07/2025
26219086;3165790;8865039;acceptable;64,75;hero;2025-7-13, 19:36;13/07/2025
26219091;3165840;8939101;acceptable;25,9;hero;2025-7-13, 19:37;13/07/2025
26219105;3165501;988781;acceptable;47,58;bronze;2025-7-13, 19:39;13/07/2025
26219135;3165757;1931663;acceptable;37,61;iron;2025-7-13, 19:44;13/07/2025
26219152;3165840;10552816;acceptable;32;iron;2025-7-13, 19:47;13/07/2025
26219161;3165823;7828926;acceptable;12,8;hero;2025-7-13, 19:49;13/07/2025
26219162;3165844;7673425;acceptable;29,83;bronze;2025-7-13, 19:49;13/07/2025
26219171;3165757;1698193;acceptable;82,65;iron;2025-7-13, 19:51;13/07/2025
26219170;3165840;2084482;acceptable;28,78;platinum;2025-7-13, 19:51;13/07/2025
26219194;3164284;988824;acceptable;293,74;iron;2025-7-13, 19:55;13/07/2025
26219197;3165855;5827689;acceptable;107,91;bronze;2025-7-13, 19:56;13/07/2025
26219207;3165855;7058422;acceptable;93,52;hero;2025-7-13, 19:58;13/07/2025
26219210;3163205;10594630;acceptable;21,58;iron;2025-7-13, 19:59;13/07/2025
26219215;3165342;1786774;acceptable;14,62;bronze;2025-7-13, 19:59;13/07/2025
26219216;3165051;5208307;acceptable;6244,01;silver;2025-7-13, 20:00;13/07/2025
26219223;3163936;7014530;acceptable;7,19;platinum;2025-7-13, 20:01;13/07/2025
26219229;3165188;9317605;acceptable;1588,46;iron;2025-7-13, 20:02;13/07/2025
26219232;3165586;4246969;acceptable;215,82;hero;2025-7-13, 20:03;13/07/2025
26219233;3165664;5830050;acceptable;175;hero;2025-7-13, 20:03;13/07/2025
26219242;3165018;9317605;acceptable;403,52;iron;2025-7-13, 20:05;13/07/2025
26219243;3165844;10451716;acceptable;40;silver;2025-7-13, 20:05;13/07/2025
26219268;3164662;5208307;acceptable;1860,23;silver;2025-7-13, 20:09;13/07/2025
26219277;3162008;106371;acceptable;5045;platinum;2025-7-13, 20:12;13/07/2025
26219290;3164656;3422023;acceptable;1590;bronze;2025-7-13, 20:14;13/07/2025
26219286;3165733;6039741;acceptable;21,58;bronze;2025-7-13, 20:14;13/07/2025
26219295;3164339;24166;acceptable;2129,05;platinum;2025-7-13, 20:15;13/07/2025
26219324;3159326;1176202;acceptable;222,51;iron;2025-7-13, 20:23;13/07/2025
26219340;3165823;10461647;acceptable;21,6;bronze;2025-7-13, 20:27;13/07/2025
26219352;3165855;7284656;acceptable;179,85;hero;2025-7-13, 20:29;13/07/2025
26219356;3165769;2403101;acceptable;215,82;bronze;2025-7-13, 20:30;13/07/2025
26219377;3165586;4493963;acceptable;273,5;bronze;2025-7-13, 20:32;13/07/2025
26219382;3163934;8818014;acceptable;7,91;iron;2025-7-13, 20:33;13/07/2025
26219381;3165840;10487151;acceptable;79,14;silver;2025-7-13, 20:33;13/07/2025
26219392;3165403;7284656;acceptable;61,87;hero;2025-7-13, 20:34;13/07/2025
26219399;3165253;9777657;acceptable;63,2;silver;2025-7-13, 20:35;13/07/2025
26219398;3165440;4493963;acceptable;161,87;bronze;2025-7-13, 20:35;13/07/2025
26219405;3165471;7284656;acceptable;9,35;hero;2025-7-13, 20:35;13/07/2025
26219397;3165785;7284656;acceptable;14,39;hero;2025-7-13, 20:35;13/07/2025
26219408;3165821;10487151;acceptable;86,33;silver;2025-7-13, 20:35;13/07/2025
26219422;3165757;8363631;acceptable;68;bronze;2025-7-13, 20:38;13/07/2025
26219429;3162639;7736980;acceptable;24;iron;2025-7-13, 20:39;13/07/2025
26219427;3165709;7284656;acceptable;21,58;hero;2025-7-13, 20:39;13/07/2025
26219431;3165733;7284656;acceptable;14,39;hero;2025-7-13, 20:39;13/07/2025
26219439;3165844;5980718;acceptable;40;gold;2025-7-13, 20:40;13/07/2025
26219451;3164362;275721;acceptable;277,55;hero;2025-7-13, 20:42;13/07/2025
26219466;3165273;4887573;acceptable;28,78;iron;2025-7-13, 20:43;13/07/2025
26219467;3165618;7284656;acceptable;14,39;hero;2025-7-13, 20:43;13/07/2025
26219465;3165840;3078293;acceptable;85,6;platinum;2025-7-13, 20:43;13/07/2025
26219476;3164991;7284656;acceptable;79,14;hero;2025-7-13, 20:45;13/07/2025
26219485;3164947;7284656;acceptable;64,75;hero;2025-7-13, 20:46;13/07/2025
26219507;3165277;4090921;acceptable;143,88;platinum;2025-7-13, 20:50;13/07/2025
26219519;3164867;9044723;acceptable;11,51;iron;2025-7-13, 20:51;13/07/2025
26219517;3165709;10613104;acceptable;43,16;iron;2025-7-13, 20:51;13/07/2025
26219512;3165823;757870;acceptable;16;hero;2025-7-13, 20:51;13/07/2025
26219537;3165730;9922001;acceptable;72,82;iron;2025-7-13, 20:54;13/07/2025
26219551;3159591;7736980;acceptable;510;iron;2025-7-13, 20:57;13/07/2025
26219547;3165841;8106820;acceptable;309,92;iron;2025-7-13, 20:57;13/07/2025
26219559;3164660;8106820;acceptable;129,49;iron;2025-7-13, 20:58;13/07/2025
26219558;3165481;757870;acceptable;2670;hero;2025-7-13, 20:58;13/07/2025
26219560;3163607;5359008;acceptable;40;iron;2025-7-13, 20:59;13/07/2025
26219566;3164658;8106820;acceptable;107,91;iron;2025-7-13, 21:00;13/07/2025
26219572;3165481;4145178;acceptable;1512,17;bronze;2025-7-13, 21:01;13/07/2025
26219583;3164458;8106820;acceptable;64,75;iron;2025-7-13, 21:02;13/07/2025
26219601;3165664;9922001;acceptable;160,64;iron;2025-7-13, 21:06;13/07/2025
26219607;3165294;8077993;acceptable;407,04;iron;2025-7-13, 21:07;13/07/2025
26219606;3165919;7142118;acceptable;870;bronze;2025-7-13, 21:07;13/07/2025
26219616;3164658;10166882;acceptable;57,53;iron;2025-7-13, 21:08;13/07/2025
26219625;3159591;4488974;acceptable;649,23;iron;2025-7-13, 21:09;13/07/2025
26219621;3165860;7142118;acceptable;870;bronze;2025-7-13, 21:09;13/07/2025
26219633;3164415;8077993;acceptable;406,86;iron;2025-7-13, 21:10;13/07/2025
26219630;3165050;3956757;acceptable;71,91;iron;2025-7-13, 21:10;13/07/2025
26219647;3165902;7142118;acceptable;419,81;bronze;2025-7-13, 21:13;13/07/2025
26219650;3162736;8077993;acceptable;201,36;iron;2025-7-13, 21:14;13/07/2025
26219655;3165823;10574798;acceptable;40;iron;2025-7-13, 21:14;13/07/2025
26219670;3165816;7142118;acceptable;420;bronze;2025-7-13, 21:15;13/07/2025
26219667;3165820;1512454;acceptable;35,96;silver;2025-7-13, 21:15;13/07/2025
26219677;3163903;3956757;acceptable;293,6;iron;2025-7-13, 21:16;13/07/2025
26219685;3164947;5606363;acceptable;24,45;hero;2025-7-13, 21:17;13/07/2025
26219705;3165929;1467413;acceptable;512,03;bronze;2025-7-13, 21:23;13/07/2025
26219707;3159468;106371;acceptable;1230;platinum;2025-7-13, 21:24;13/07/2025
26219708;3162289;5571027;acceptable;38,55;iron;2025-7-13, 21:24;13/07/2025
26219725;3164101;275721;acceptable;215,74;hero;2025-7-13, 21:25;13/07/2025
26219718;3164660;1921473;acceptable;71,91;iron;2025-7-13, 21:25;13/07/2025
26219724;3165481;7487456;acceptable;1995;iron;2025-7-13, 21:25;13/07/2025
26219728;3165769;5638095;acceptable;53,94;iron;2025-7-13, 21:26;13/07/2025
26219738;3165148;7487456;acceptable;644,71;iron;2025-7-13, 21:27;13/07/2025
26219753;3164659;7487456;acceptable;644,71;iron;2025-7-13, 21:29;13/07/2025
26219761;3164343;7487456;acceptable;1995;iron;2025-7-13, 21:30;13/07/2025
26219809;3164893;2608201;acceptable;86,3;hero;2025-7-13, 21:38;13/07/2025
26219819;3164680;4133020;acceptable;143,83;hero;2025-7-13, 21:41;13/07/2025
26219829;3164461;7098415;acceptable;38,83;iron;2025-7-13, 21:43;13/07/2025
26219844;3165919;9875873;acceptable;240;gold;2025-7-13, 21:47;13/07/2025
26219850;3164689;4133020;acceptable;143,83;hero;2025-7-13, 21:48;13/07/2025
26219865;3165823;9606460;acceptable;20;hero;2025-7-13, 21:53;13/07/2025
26219873;3165950;7462391;acceptable;201,33;silver;2025-7-13, 21:55;13/07/2025
26219890;3165840;7181172;acceptable;34,51;hero;2025-7-13, 21:59;13/07/2025
26219905;3165261;5638095;acceptable;53,9;iron;2025-7-13, 22:03;13/07/2025
26219920;3162394;8965749;acceptable;1320;bronze;2025-7-13, 22:05;13/07/2025
26219926;3165840;4284168;acceptable;14,38;hero;2025-7-13, 22:07;13/07/2025
26219949;3164686;7957403;acceptable;1315,51;bronze;2025-7-13, 22:12;13/07/2025
26219948;3165823;106371;acceptable;36;platinum;2025-7-13, 22:12;13/07/2025
26219964;3165823;106371;acceptable;36;platinum;2025-7-13, 22:16;13/07/2025
26219973;3165733;3047161;acceptable;5,03;silver;2025-7-13, 22:19;13/07/2025
26219976;3165950;4435704;acceptable;163,84;gold;2025-7-13, 22:21;13/07/2025
26219984;3163833;7957403;acceptable;440,88;bronze;2025-7-13, 22:23;13/07/2025
26219991;3163843;3047161;acceptable;4,31;silver;2025-7-13, 22:24;13/07/2025
26219994;3164823;3047161;acceptable;5,75;silver;2025-7-13, 22:24;13/07/2025
26220003;3161627;3047161;acceptable;28,74;silver;2025-7-13, 22:25;13/07/2025
26220014;3165973;10222702;acceptable;168;bronze;2025-7-13, 22:27;13/07/2025
26220017;3164126;7957403;acceptable;35,88;bronze;2025-7-13, 22:28;13/07/2025
26220034;3165973;5301152;acceptable;158,79;bronze;2025-7-13, 22:30;13/07/2025
26220039;3160087;3047161;acceptable;17,97;silver;2025-7-13, 22:31;13/07/2025
26220045;3159721;3047161;acceptable;24,43;silver;2025-7-13, 22:32;13/07/2025
26220047;3165238;6448251;acceptable;671,77;iron;2025-7-13, 22:32;13/07/2025
26220054;3165757;7577763;acceptable;250;iron;2025-7-13, 22:33;13/07/2025
26220059;3162289;7957403;acceptable;47,84;bronze;2025-7-13, 22:35;13/07/2025
26220064;3162639;10281965;acceptable;81,55;iron;2025-7-13, 22:35;13/07/2025
26220063;3163607;10451720;acceptable;44,85;iron;2025-7-13, 22:35;13/07/2025
26220061;3165501;8234590;acceptable;119,91;silver;2025-7-13, 22:35;13/07/2025
26220070;3165788;8698689;acceptable;401,67;hero;2025-7-13, 22:36;13/07/2025
26220074;3165821;433374;acceptable;172,46;platinum;2025-7-13, 22:37;13/07/2025
26220091;3165769;7578868;acceptable;54,24;iron;2025-7-13, 22:41;13/07/2025
26220103;3165976;10588791;acceptable;14,23;bronze;2025-7-13, 22:43;13/07/2025
26220105;3165489;6068662;acceptable;21,56;iron;2025-7-13, 22:44;13/07/2025
26220136;3165071;9824684;acceptable;422,63;iron;2025-7-13, 22:49;13/07/2025
26220143;3164786;7484784;acceptable;285;iron;2025-7-13, 22:51;13/07/2025
26220149;3165788;1378023;acceptable;32;silver;2025-7-13, 22:51;13/07/2025
26220151;3165823;1378023;acceptable;12;silver;2025-7-13, 22:51;13/07/2025
26220154;3164695;2060847;acceptable;31,86;iron;2025-7-13, 22:52;13/07/2025
26220152;3165860;1378023;acceptable;240;silver;2025-7-13, 22:52;13/07/2025
26220156;3165919;1378023;acceptable;870;silver;2025-7-13, 22:52;13/07/2025
26220169;3165973;1378023;acceptable;48;silver;2025-7-13, 22:53;13/07/2025
26220177;3164835;7898499;acceptable;54,6;iron;2025-7-13, 22:56;13/07/2025
26220186;3165757;8444752;acceptable;79,64;iron;2025-7-13, 22:59;13/07/2025
26220196;3163113;275721;acceptable;260,97;hero;2025-7-13, 23:02;13/07/2025
26220247;3165993;4548066;acceptable;35,93;platinum;2025-7-13, 23:12;13/07/2025
26220257;3165844;6914552;acceptable;40;gold;2025-7-13, 23:14;13/07/2025
26220261;3165821;3721511;acceptable;215,61;bronze;2025-7-13, 23:15;13/07/2025
26220279;3165993;8032627;acceptable;40,01;bronze;2025-7-13, 23:17;13/07/2025
26220295;3165993;4941048;acceptable;43,12;hero;2025-7-13, 23:21;13/07/2025
26220297;3164985;5331756;acceptable;50;silver;2025-7-13, 23:22;13/07/2025
26220316;3165973;9627124;acceptable;203,02;silver;2025-7-13, 23:26;13/07/2025
26220322;3164919;5331756;acceptable;150;silver;2025-7-13, 23:27;13/07/2025
26220328;3164824;4349775;acceptable;43,13;iron;2025-7-13, 23:28;13/07/2025
26220343;3164659;9808652;acceptable;870,33;bronze;2025-7-13, 23:31;13/07/2025
26220350;3162756;10654519;acceptable;86,24;bronze;2025-7-13, 23:32;13/07/2025
26220352;3164472;5331756;acceptable;40;silver;2025-7-13, 23:32;13/07/2025
26220374;3164284;7667027;acceptable;237,17;iron;2025-7-13, 23:36;13/07/2025
26220379;3166001;6039741;acceptable;21,56;bronze;2025-7-13, 23:37;13/07/2025
26220384;3165471;5089186;acceptable;4,31;bronze;2025-7-13, 23:38;13/07/2025
26220396;3164099;5331756;acceptable;10;silver;2025-7-13, 23:43;13/07/2025
26220394;3166015;632546;acceptable;350;bronze;2025-7-13, 23:43;13/07/2025
26220401;3162284;7667027;acceptable;28,75;iron;2025-7-13, 23:45;13/07/2025
26220412;3163899;5331756;acceptable;120;silver;2025-7-13, 23:48;13/07/2025
26220411;3165700;8088251;acceptable;72;hero;2025-7-13, 23:48;13/07/2025
26220413;3165950;8372405;acceptable;83,08;iron;2025-7-13, 23:48;13/07/2025
26220417;3166015;2056579;acceptable;240;platinum;2025-7-13, 23:49;13/07/2025
26220422;3166020;9607968;acceptable;1770;silver;2025-7-13, 23:50;13/07/2025
26220428;3165950;5331756;acceptable;50;silver;2025-7-13, 23:51;13/07/2025
26220434;3165973;2666358;acceptable;144;hero;2025-7-13, 23:53;13/07/2025
26220440;3164985;2673521;acceptable;53,6;bronze;2025-7-13, 23:54;13/07/2025
26220439;3166029;7300348;acceptable;3234,13;hero;2025-7-13, 23:54;13/07/2025
26220444;3162639;9032196;acceptable;64,22;iron;2025-7-13, 23:55;13/07/2025
26220448;3165410;4464774;acceptable;160;hero;2025-7-13, 23:56;13/07/2025
26220445;3165823;2666358;acceptable;20;hero;2025-7-13, 23:56;13/07/2025
26220455;3165582;4464774;acceptable;690;hero;2025-7-13, 23:58;13/07/2025
26220454;3166001;4180497;acceptable;112,13;hero;2025-7-13, 23:58;13/07/2025
26220461;3165422;2219267;acceptable;600;hero;2025-7-14, 00:00;14/07/2025
26220464;3159071;6048186;acceptable;285,48;iron;2025-7-14, 00:01;14/07/2025
26220467;3165582;2666358;acceptable;1320;hero;2025-7-14, 00:01;14/07/2025
26220486;3165501;408195;acceptable;93,6;bronze;2025-7-14, 00:05;14/07/2025
26220494;3165582;7142118;acceptable;1770;bronze;2025-7-14, 00:07;14/07/2025
26220497;3165976;9948138;acceptable;15,81;bronze;2025-7-14, 00:08;14/07/2025
26220499;3165481;7142118;acceptable;1770;bronze;2025-7-14, 00:09;14/07/2025
