id;project_id;name;segment;created
8386220;3161343;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 09:50
8386223;3161345;evalbidsNewRelevanceOrder;default;2025-7-9, 09:50
8386232;3161346;evalbidsNewRelevanceOrder;default;2025-7-9, 09:52
8386288;3161362;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:09
8386315;3161370;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:17
8386324;3161374;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:19
8386375;3161389;evalbidsNewRelevanceOrder;default;2025-7-9, 10:27
8386398;3161393;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:33
8386403;3161395;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:34
8386406;3161397;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:34
8386419;3161401;evalbidsNewRelevanceOrder;default;2025-7-9, 10:36
8386436;3161406;evalbidsNewRelevanceOrder;default;2025-7-9, 10:39
8386444;3161411;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:40
8386451;3161414;evalbidsNewRelevanceOrder;default;2025-7-9, 10:41
8386479;3161420;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:48
8386481;3161421;evalbidsNewRelevanceOrder;default;2025-7-9, 10:49
8386494;3161424;evalbidsNewRelevanceOrder;default;2025-7-9, 10:53
8386497;3161425;evalbidsNewRelevanceOrder;default;2025-7-9, 10:53
8386502;3161429;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 10:54
8386549;3161443;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:06
8386580;3161450;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:14
8386604;3161454;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:20
8386631;3161461;evalbidsNewRelevanceOrder;default;2025-7-9, 11:26
8386648;3161466;evalbidsNewRelevanceOrder;default;2025-7-9, 11:31
8386657;3161467;evalbidsNewRelevanceOrder;default;2025-7-9, 11:32
8386662;3161468;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:33
8386710;3161486;evalbidsNewRelevanceOrder;default;2025-7-9, 11:42
8386713;3161487;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:42
8386737;3161495;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:47
8386744;3161499;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:48
8386780;3161509;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:54
8386781;3161510;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:54
8386784;3161511;evalbidsNewRelevanceOrder;default;2025-7-9, 11:54
8386789;3161512;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 11:55
8386800;3161516;evalbidsNewRelevanceOrder;default;2025-7-9, 11:57
8386816;3161519;evalbidsNewRelevanceOrder;default;2025-7-9, 12:00
8386841;3161525;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:08
8386859;3161532;evalbidsNewRelevanceOrder;default;2025-7-9, 12:12
8386871;3161536;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:15
8386880;3161538;evalbidsNewRelevanceOrder;default;2025-7-9, 12:17
8386893;3161543;evalbidsNewRelevanceOrder;default;2025-7-9, 12:20
8386921;3161549;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:27
8386927;3161551;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:28
8386950;3161552;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:33
8386967;3161555;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:36
8386988;3161562;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:42
8387031;3161573;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 12:51
8387055;3161579;evalbidsNewRelevanceOrder;default;2025-7-9, 12:55
8387061;3161581;evalbidsNewRelevanceOrder;default;2025-7-9, 12:56
8387063;3161583;evalbidsNewRelevanceOrder;default;2025-7-9, 12:56
8387114;3161597;evalbidsNewRelevanceOrder;default;2025-7-9, 13:07
8387121;3161599;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 13:08
8387128;3161601;evalbidsNewRelevanceOrder;default;2025-7-9, 13:09
8387134;3161604;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 13:10
8387146;3161606;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 13:13
8387169;3161614;evalbidsNewRelevanceOrder;default;2025-7-9, 13:20
8387212;3161620;evalbidsNewRelevanceOrder;default;2025-7-9, 13:27
8387218;3161622;evalbidsNewRelevanceOrder;default;2025-7-9, 13:29
8387220;3161623;evalbidsNewRelevanceOrder;default;2025-7-9, 13:29
8387243;3161627;evalbidsNewRelevanceOrder;default;2025-7-9, 13:33
8387275;3161637;evalbidsNewRelevanceOrder;default;2025-7-9, 13:42
8387304;3161645;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 13:49
8387338;3161658;evalbidsNewRelevanceOrder;default;2025-7-9, 13:55
8387360;3161665;evalbidsNewRelevanceOrder;default;2025-7-9, 14:00
8387368;3161669;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 14:02
8387418;3161679;evalbidsNewRelevanceOrder;default;2025-7-9, 14:13
8387447;3161689;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 14:18
8387478;3161693;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 14:24
8387514;3161707;evalbidsNewRelevanceOrder;default;2025-7-9, 14:31
8387534;3161711;evalbidsNewRelevanceOrder;default;2025-7-9, 14:34
8387606;3161731;evalbidsNewRelevanceOrder;default;2025-7-9, 14:50
8387646;3161737;evalbidsNewRelevanceOrder;default;2025-7-9, 14:55
8387689;3161749;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:02
8387703;3161751;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:06
8387715;3161755;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:08
8387723;3161757;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:08
8387750;3161767;evalbidsNewRelevanceOrder;default;2025-7-9, 15:14
8387759;3161772;evalbidsNewRelevanceOrder;default;2025-7-9, 15:15
8387763;3161774;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:16
8387772;3161778;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:18
8387796;3161785;evalbidsNewRelevanceOrder;default;2025-7-9, 15:23
8387835;3161794;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:31
8387849;3161799;evalbidsNewRelevanceOrder;default;2025-7-9, 15:32
8387856;3161801;evalbidsNewRelevanceOrder;default;2025-7-9, 15:33
8387916;3161817;evalbidsNewRelevanceOrder;default;2025-7-9, 15:43
8387940;3161824;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:50
8387945;3161826;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:50
8387966;3161833;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 15:54
8387996;3161843;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 16:03
8387997;3161844;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 16:03
8388012;3161849;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 16:05
8388022;3161852;evalbidsNewRelevanceOrder;default;2025-7-9, 16:07
8388081;3161872;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 16:21
8388142;3161887;evalbidsNewRelevanceOrder;default;2025-7-9, 16:31
8388168;3161894;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 16:37
8388193;3161900;evalbidsNewRelevanceOrder;default;2025-7-9, 16:42
8388237;3161912;evalbidsNewRelevanceOrder;default;2025-7-9, 16:50
8388246;3161916;evalbidsNewRelevanceOrder;default;2025-7-9, 16:52
8388318;3161938;evalbidsNewRelevanceOrder;default;2025-7-9, 17:05
8388322;3161940;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 17:05
8388327;3161942;evalbidsNewRelevanceOrder;default;2025-7-9, 17:06
8388397;3161954;evalbidsNewRelevanceOrder;default;2025-7-9, 17:19
8388414;3161958;evalbidsNewRelevanceOrder;default;2025-7-9, 17:23
8388476;3161971;evalbidsNewRelevanceOrder;default;2025-7-9, 17:38
8388503;3161981;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 17:46
8388511;3161983;evalbidsNewRelevanceOrder;default;2025-7-9, 17:49
8388532;3161988;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 17:52
8388542;3161995;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 17:55
8388552;3161997;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 17:57
8388569;3162002;evalbidsNewRelevanceOrder;default;2025-7-9, 17:59
8388585;3162007;evalbidsNewRelevanceOrder;default;2025-7-9, 18:02
8388589;3162008;evalbidsNewRelevanceOrder;default;2025-7-9, 18:02
8388590;3162009;evalbidsNewRelevanceOrder;default;2025-7-9, 18:02
8388628;3162021;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:09
8388655;3162029;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:16
8388661;3162030;evalbidsNewRelevanceOrder;default;2025-7-9, 18:17
8388691;3162040;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:26
8388693;3162041;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:26
8388776;3162064;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:44
8388797;3162069;evalbidsNewRelevanceOrder;default;2025-7-9, 18:50
8388810;3162072;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:54
8388823;3162075;evalbidsNewRelevanceOrder;default;2025-7-9, 18:57
8388824;3162076;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 18:57
8388846;3162082;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 19:04
8388897;3162094;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 19:17
8388919;3162100;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 19:25
8388937;3162106;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 19:30
8389010;3162123;evalbidsNewRelevanceOrder;default;2025-7-9, 19:53
8389015;3162124;evalbidsNewRelevanceOrder;default;2025-7-9, 19:54
8389046;3162138;evalbidsNewRelevanceOrder;default;2025-7-9, 20:01
8389070;3162146;evalbidsNewRelevanceOrder;default;2025-7-9, 20:06
8389082;3162149;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 20:11
8389126;3162160;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 20:21
8389134;3162163;evalbidsNewRelevanceOrder;default;2025-7-9, 20:25
8389138;3162164;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 20:26
8389206;3162179;evalbidsNewRelevanceOrder;default;2025-7-9, 20:43
8389229;3162183;evalbidsNewRelevanceOrder;default;2025-7-9, 20:50
8389256;3162188;evalbidsNewRelevanceOrder;default;2025-7-9, 20:57
8389276;3162190;evalbidsNewRelevanceOrder;default;2025-7-9, 21:06
8389320;3162198;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 21:20
8389343;3162203;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 21:27
8389458;3162227;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 21:56
8389468;3162229;evalbidsNewRelevanceOrder;default;2025-7-9, 21:59
8389512;3162246;evalbidsNewRelevanceOrder;default;2025-7-9, 22:14
8389520;3162248;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 22:16
8389530;3162251;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 22:19
8389592;3162266;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 22:38
8389617;3162274;evalbidsNewRelevanceOrder;default;2025-7-9, 22:49
8389641;3162280;evalbidsNewRelevanceOrder;default;2025-7-9, 22:56
8389642;3162281;evalbidsNewRelevanceOrder;default;2025-7-9, 22:56
8389645;3162282;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 22:57
8389649;3162283;evalbidsNewRelevanceOrder;default;2025-7-9, 22:58
8389650;3162284;evalbidsNewRelevanceOrder;default;2025-7-9, 22:58
8389683;3162289;evalbidsNewRelevanceOrder;default;2025-7-9, 23:12
8389690;3162290;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 23:13
8389707;3162295;evalbidsNewRelevanceOrder;default;2025-7-9, 23:21
8389804;3162315;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 23:53
8389813;3162317;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-9, 23:54
8389835;3162321;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 00:03
8389883;3162333;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 00:31
8389908;3162340;evalbidsNewRelevanceOrder;default;2025-7-10, 00:41
8389925;3162346;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 00:47
8389931;3162347;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 00:50
8389952;3162350;evalbidsNewRelevanceOrder;default;2025-7-10, 01:00
8389960;3162351;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 01:04
8389980;3162354;evalbidsNewRelevanceOrder;default;2025-7-10, 01:13
8390008;3162358;evalbidsNewRelevanceOrder;default;2025-7-10, 01:26
8390132;3162379;evalbidsNewRelevanceOrder;default;2025-7-10, 02:34
8390208;3162394;evalbidsNewRelevanceOrder;default;2025-7-10, 03:42
8390275;3162406;evalbidsNewRelevanceOrder;default;2025-7-10, 04:41
8390294;3162411;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 04:51
8390344;3162418;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 05:30
8390358;3162421;evalbidsNewRelevanceOrder;default;2025-7-10, 05:39
8390372;3162423;evalbidsNewRelevanceOrder;default;2025-7-10, 05:55
8390406;3162434;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 06:19
8390450;3162445;evalbidsNewRelevanceOrder;default;2025-7-10, 06:47
8390472;3162453;evalbidsNewRelevanceOrder;default;2025-7-10, 06:59
8390479;3162456;evalbidsNewRelevanceOrder;default;2025-7-10, 07:04
8390482;3162457;evalbidsNewRelevanceOrder;default;2025-7-10, 07:06
8390495;3162460;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 07:14
8390515;3162469;evalbidsNewRelevanceOrder;default;2025-7-10, 07:24
8390535;3162479;evalbidsNewRelevanceOrder;default;2025-7-10, 07:42
8390549;3162483;evalbidsNewRelevanceOrder;default;2025-7-10, 07:55
8390579;3162494;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 08:08
8390590;3162498;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 08:10
8390612;3162504;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 08:18
8390630;3162507;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 08:25
8390634;3162508;evalbidsNewRelevanceOrder;default;2025-7-10, 08:27
8390667;3162520;evalbidsNewRelevanceOrder;default;2025-7-10, 08:41
8390676;3162523;evalbidsNewRelevanceOrder;default;2025-7-10, 08:44
8390703;3162533;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 08:58
8390711;3162537;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 09:03
8390715;3162539;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 09:04
8390758;3162552;evalbidsNewRelevanceOrder;default;2025-7-10, 09:19
8390768;3162557;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 09:21
8390796;3162561;evalbidsNewRelevanceOrder;default;2025-7-10, 09:29
8390798;3162562;evalbidsNewRelevanceOrder;default;2025-7-10, 09:32
8390833;3162573;evalbidsNewRelevanceOrder;default;2025-7-10, 09:40
8390837;3162574;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 09:41
8390846;3162577;evalbidsNewRelevanceOrder;default;2025-7-10, 09:44
8390889;3162590;evalbidsNewRelevanceOrder;default;2025-7-10, 09:55
8390907;3162593;evalbidsNewRelevanceOrder;default;2025-7-10, 09:59
8390919;3162599;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 10:01
8390923;3162600;evalbidsNewRelevanceOrder;default;2025-7-10, 10:02
8390964;3162611;evalbidsNewRelevanceOrder;default;2025-7-10, 10:13
8390973;3162615;evalbidsNewRelevanceOrder;default;2025-7-10, 10:16
8390986;3162618;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 10:19
8391019;3162626;evalbidsNewRelevanceOrder;default;2025-7-10, 10:27
8391031;3162631;evalbidsNewRelevanceOrder;default;2025-7-10, 10:29
8391067;3162639;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 10:38
8391071;3162640;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 10:40
8391097;3162648;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 10:46
8391120;3162651;evalbidsNewRelevanceOrder;default;2025-7-10, 10:53
8391177;3162667;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:04
8391206;3162674;evalbidsNewRelevanceOrder;default;2025-7-10, 11:10
8391211;3162676;evalbidsNewRelevanceOrder;default;2025-7-10, 11:11
8391245;3162688;evalbidsNewRelevanceOrder;default;2025-7-10, 11:20
8391275;3162695;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:25
8391284;3162699;evalbidsNewRelevanceOrder;default;2025-7-10, 11:27
8391293;3162702;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:28
8391299;3162705;evalbidsNewRelevanceOrder;default;2025-7-10, 11:30
8391307;3162706;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:31
8391313;3162709;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:32
8391317;3162710;evalbidsNewRelevanceOrder;default;2025-7-10, 11:33
8391323;3162712;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:34
8391363;3162724;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:42
8391376;3162728;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:44
8391390;3162732;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:49
8391394;3162733;evalbidsNewRelevanceOrder;default;2025-7-10, 11:50
8391408;3162736;evalbidsNewRelevanceOrder;default;2025-7-10, 11:53
8391428;3162741;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:57
8391440;3162745;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 11:58
8391453;3162749;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 12:01
8391465;3162756;evalbidsNewRelevanceOrder;default;2025-7-10, 12:02
8391520;3162770;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 12:13
8391616;3162801;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 12:34
8391627;3162803;evalbidsNewRelevanceOrder;default;2025-7-10, 12:35
8391635;3162805;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 12:37
8391664;3162819;evalbidsNewRelevanceOrder;default;2025-7-10, 12:42
8391665;3162820;evalbidsNewRelevanceOrder;default;2025-7-10, 12:42
8391679;3162825;evalbidsNewRelevanceOrder;default;2025-7-10, 12:44
8391680;3162826;evalbidsNewRelevanceOrder;default;2025-7-10, 12:44
8391682;3162827;evalbidsNewRelevanceOrder;default;2025-7-10, 12:44
8391719;3162834;evalbidsNewRelevanceOrder;default;2025-7-10, 12:51
8391730;3162837;evalbidsNewRelevanceOrder;default;2025-7-10, 12:52
8391747;3162845;evalbidsNewRelevanceOrder;default;2025-7-10, 12:56
8391869;3162877;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 13:18
8391938;3162899;evalbidsNewRelevanceOrder;default;2025-7-10, 13:30
8391950;3162903;evalbidsNewRelevanceOrder;default;2025-7-10, 13:32
8392018;3162922;evalbidsNewRelevanceOrder;default;2025-7-10, 13:47
8392034;3162926;evalbidsNewRelevanceOrder;default;2025-7-10, 13:49
8392077;3162935;evalbidsNewRelevanceOrder;default;2025-7-10, 13:55
8392087;3162936;evalbidsNewRelevanceOrder;default;2025-7-10, 13:56
8392098;3162943;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 13:58
8392138;3162958;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:06
8392149;3162961;evalbidsNewRelevanceOrder;default;2025-7-10, 14:07
8392153;3162962;evalbidsNewRelevanceOrder;default;2025-7-10, 14:08
8392195;3162974;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:14
8392224;3162987;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:18
8392231;3162989;evalbidsNewRelevanceOrder;default;2025-7-10, 14:19
8392235;3162990;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:19
8392243;3162994;evalbidsNewRelevanceOrder;default;2025-7-10, 14:20
8392312;3163009;evalbidsNewRelevanceOrder;default;2025-7-10, 14:30
8392321;3163014;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:31
8392388;3163029;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:43
8392404;3163032;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:47
8392442;3163048;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:53
8392449;3163052;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:54
8392459;3163058;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 14:55
8392466;3163062;evalbidsNewRelevanceOrder;default;2025-7-10, 14:57
8392469;3163063;evalbidsNewRelevanceOrder;default;2025-7-10, 14:57
8392475;3163065;evalbidsNewRelevanceOrder;default;2025-7-10, 14:59
8392514;3163074;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:06
8392516;3163075;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:07
8392524;3163077;evalbidsNewRelevanceOrder;default;2025-7-10, 15:08
8392537;3163081;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:10
8392591;3163097;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:22
8392598;3163099;evalbidsNewRelevanceOrder;default;2025-7-10, 15:23
8392619;3163107;evalbidsNewRelevanceOrder;default;2025-7-10, 15:28
8392629;3163109;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:30
8392653;3163113;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:36
8392695;3163125;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:44
8392698;3163126;evalbidsNewRelevanceOrder;default;2025-7-10, 15:45
8392703;3163129;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:46
8392753;3163139;evalbidsNewRelevanceOrder;default;2025-7-10, 15:57
8392765;3163141;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 15:58
8392782;3163146;evalbidsNewRelevanceOrder;default;2025-7-10, 16:00
8392829;3163158;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:10
8392872;3163166;evalbidsNewRelevanceOrder;default;2025-7-10, 16:19
8392931;3163176;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:31
8392942;3163177;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:33
8392946;3163179;evalbidsNewRelevanceOrder;default;2025-7-10, 16:34
8392959;3163182;evalbidsNewRelevanceOrder;default;2025-7-10, 16:36
8392965;3163185;evalbidsNewRelevanceOrder;default;2025-7-10, 16:37
8392976;3163189;evalbidsNewRelevanceOrder;default;2025-7-10, 16:40
8392997;3163193;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:44
8393001;3163196;evalbidsNewRelevanceOrder;default;2025-7-10, 16:44
8393002;3163197;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:44
8393014;3163202;evalbidsNewRelevanceOrder;default;2025-7-10, 16:45
8393023;3163205;evalbidsNewRelevanceOrder;default;2025-7-10, 16:47
8393026;3163206;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:48
8393059;3163211;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 16:55
8393067;3163213;evalbidsNewRelevanceOrder;default;2025-7-10, 16:57
8393100;3163224;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:06
8393118;3163230;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:11
8393136;3163235;evalbidsNewRelevanceOrder;default;2025-7-10, 17:14
8393138;3163236;evalbidsNewRelevanceOrder;default;2025-7-10, 17:14
8393145;3163238;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:15
8393161;3163244;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:19
8393168;3163247;evalbidsNewRelevanceOrder;default;2025-7-10, 17:20
8393182;3163251;evalbidsNewRelevanceOrder;default;2025-7-10, 17:24
8393193;3163253;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:25
8393196;3163255;evalbidsNewRelevanceOrder;default;2025-7-10, 17:25
8393208;3163258;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:26
8393268;3163274;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:41
8393271;3163276;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:42
8393308;3163288;evalbidsNewRelevanceOrder;default;2025-7-10, 17:50
8393316;3163290;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 17:51
8393334;3163295;evalbidsNewRelevanceOrder;default;2025-7-10, 17:55
8393337;3163296;evalbidsNewRelevanceOrder;default;2025-7-10, 17:56
8393349;3163302;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 18:01
8393382;3163316;evalbidsNewRelevanceOrder;default;2025-7-10, 18:08
8393418;3163327;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 18:18
8393420;3163328;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 18:18
8393455;3163336;evalbidsNewRelevanceOrder;default;2025-7-10, 18:26
8393458;3163338;evalbidsNewRelevanceOrder;default;2025-7-10, 18:27
8393491;3163349;evalbidsNewRelevanceOrder;default;2025-7-10, 18:33
8393499;3163350;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 18:35
8393548;3163360;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 18:52
8393558;3163361;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-10, 18:54
